ACCESSION_NUMBER,HOLDING_ID,FILENAME_TIMESTAMP,FILING_DATE,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT,YYYYQQ,SUBMISSION_FILE_NUM,SUBMISSION_SUB_TYPE,SUBMISSION_IS_LAST_FILING,SUBMISSION_REPORT_ENDING_PERIOD,SUBMISSION_REPORT_DATE,SUBMISSION_FILING_DATE,REGISTRANT_CIK,REGISTRANT_REGISTRANT_NAME,REGISTRANT_FILE_NUM,REGISTRANT_LEI,REGISTRANT_ADDRESS1,REGISTRANT_ADDRESS2,REGISTRANT_CITY,REGISTRANT_STATE,REGISTRANT_COUNTRY,REGISTRANT_ZIP,REGISTRANT_PHONE,FUND_REPORTED_INFO_SERIES_NAME,FUND_REPORTED_INFO_SERIES_ID,FUND_REPORTED_INFO_SERIES_LEI,FUND_REPORTED_INFO_TOTAL_ASSETS,FUND_REPORTED_INFO_TOTAL_LIABILITIES,FUND_REPORTED_INFO_NET_ASSETS,FUND_REPORTED_INFO_ASSETS_ATTRBT_TO_MISC_SECURITY,FUND_REPORTED_INFO_ASSETS_INVESTED,FUND_REPORTED_INFO_BORROWING_PAY_WITHIN_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_PAY_WITHIN_1YR,FUND_REPORTED_INFO_BORROWING_PAY_AFTER_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_PAY_AFTER_1YR,FUND_REPORTED_INFO_DELAYED_DELIVERY,FUND_REPORTED_INFO_STANDBY_COMMITMENT,FUND_REPORTED_INFO_LIQUIDATION_PREFERENCE,FUND_REPORTED_INFO_CASH_NOT_RPTD_IN_C_OR_D,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_NONINVEST,FUND_REPORTED_INFO_IS_NON_CASH_COLLATERAL,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON1,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON1,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON2,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON2,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON3,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON3,FUND_REPORTED_INFO_SALES_FLOW_MON1,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON1,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON1,FUND_REPORTED_INFO_SALES_FLOW_MON2,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON2,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON2,FUND_REPORTED_INFO_SALES_FLOW_MON3,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON3,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON3,INTEREST_RATE_RISK_INTEREST_RATE_RISK_ID,INTEREST_RATE_RISK_CURRENCY_CODE,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV100,BORROWER_BORROWER_ID,BORROWER_NAME,BORROWER_LEI,BORROWER_AGGREGATE_VALUE,BORROW_AGGREGATE_BORROW_AGGREGATE_ID,BORROW_AGGREGATE_AMOUNT,BORROW_AGGREGATE_COLLATERAL,BORROW_AGGREGATE_INVESTMENT_CAT,BORROW_AGGREGATE_OTHER_DESC,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN_ID,MONTHLY_TOTAL_RETURN_CLASS_ID,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN1,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN2,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN3,MONTHLY_RETURN_CAT_INSTRUMENT_ASSET_CAT,MONTHLY_RETURN_CAT_INSTRUMENT_INSTRUMENT_KIND,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON3,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON3,IDENTIFIERS_IDENTIFIERS_ID,IDENTIFIERS_IDENTIFIER_ISIN,IDENTIFIERS_IDENTIFIER_TICKER,IDENTIFIERS_OTHER_IDENTIFIER,IDENTIFIERS_OTHER_IDENTIFIER_DESC
0001752724-21-112680,43735074,1609488000,2021-05-26,Citadel Securities LP,549300NV5RXBUS3X7L47,Citadel Securities LP 2021 Term Loan B,17288YAD4,9057128.46,PA,,USD,8973630.79,,0.296291929641,Long,LON,,CORP,,US,N,2.0,,2021Q4,,NPORT-P,N,31-DEC-2021,31-MAR-2021,26-MAY-2021,710826,Brighthouse Funds Trust II,811-03618,549300NPPA08K2CWOV06,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",ONE FINANCIAL CENTER,BOSTON,US-MA,US,02111,980-949-5089,Western Asset Management Strategic Bond Opportunities Portfolio,S000006526,549300FA3RFIWG5VDH47,3623757609.64,595112583.48,3028645026.16,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,115041730.79,0.0,0.0,45900769.2,-1129.06,-19560.49,-103395.62,-187182.22,-160671.36,-4208.45,-111568.48,-440788.42,-266498.13,-50752.18,Y,6646262.06,-10354278.32,5964172.01,-17619682.07,3645550.94,-15967359.36,31890412.61,0.0,16957962.69,22328286.51,0.0,17527511.08,20588290.56,0.0,21051319.75,120281.0,BRL,81.72,-0.07,-25202.24,-4541.75,0.0,8171.06,-7.17,-2460238.41,-452201.12,0.0,306393.0,CREDIT SUISSE SECURITIES (USA) LLC,1V8Y6QCX6YMJ2OELII46,11427754.6,14187.0,20430918.82,21701959.76,UST,,318951,C000017844,-0.15,-1.02,-0.73,,,,,,,,,,,,,
0001752724-21-119073,44668585,1609488000,2021-05-28,CITADEL FINANCE LLC,549300BQL283NCR7P163,Citadel Finance LLC,17287HAA8,3500000.0,PA,,USD,3460975.0,,0.176490496316,Long,DBT,,CORP,,US,N,2.0,,2021Q4,,NPORT-P,N,31-DEC-2021,31-MAR-2021,28-MAY-2021,312586,GENERAL ELECTRIC RSP INCOME FUND,811-21435,549300LSOWEWE7HZQ393,1600 Summer Street,,Stamford,US-CT,US,06905,617-664-7037,GENERAL ELECTRIC RSP INCOME FUND,S000011837,549300LSOWEWE7HZQ393,2088130568.62,127132626.96,1960997941.66,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,13098644.55,0.0,0.0,207180455.95,-1642.92,-42144.6,-194253.25,-237405.01,-191014.79,-179.6,-6953.79,-20205.29,-6260.75,-5046.53,N,3858469.77,-20236508.4,3012377.54,-36578659.35,-1531551.06,-26369519.44,1949562.54,4493304.21,13684708.15,1454090.66,4307958.66,19602056.76,1085929.31,4120551.43,27169038.15,123195.0,USD,-5170.99,-104433.63,-320838.12,-346379.43,-364029.12,-475537.73,-10399675.29,-36171789.1,-37325250.89,-33056383.86,,,,,,,,,,325510,C000032339,-0.67,-1.34,-1.1,,,,,,,,,,,,,
0001752724-21-141147,45803562,1609488000,2021-06-28,Citadel LP,,Citadel LP,17288XAA2,20000.0,PA,,USD,21253.6,,0.000416349287,Long,DBT,,CORP,,US,N,2.0,,2021Q4,,NPORT-P,N,31-OCT-2021,30-APR-2021,28-JUN-2021,1100663,iShares Trust,811-09729,5493000860OXIC4B5K91,400 Howard Street,,San Francisco,US-CA,US,94105,800-474-2737,iShares Core 1-5 Year USD Bond ETF,S000038926,549300EL16PGODA21E74,5379948175.97,275195840.01,5104752335.96,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,1331572.57,0.0,0.0,127940.68,3242.21,151100.72,530590.83,934.75,559.95,947.61,29271.25,66520.1,335.52,343.91,N,4437918.16,-21738937.22,1659977.28,-20326529.37,2092597.18,6468065.14,113400907.25,0.0,61863857.29,35898278.08,0.0,15368624.41,245879981.64,0.0,0.0,126367.0,USD,6026.0,353196.98,937618.62,48956.15,952.43,478071.17,30346046.96,94900745.38,4908258.04,93580.0,322992.0,HSBC SECURITIES (USA) INC,CYYGQCGNHMHPSMRL3R97,447185.46,,,,,,334880,C000119711,-0.22,-0.22,0.3,,,,,,,,,,,,,
0001752724-21-118536,44452795,1609488000,2021-05-28,Citadel Securities LP,,"Citadel Securities LP, Term Loan",17288YAD4,60000.0,PA,,USD,59287.5,,0.05270697309,Long,LON,,CORP,,US,N,2.0,,2021Q4,,NPORT-P,N,31-DEC-2021,31-MAR-2021,28-MAY-2021,1027263,EQ Advisors Trust,811-07953,549300Q691FLN6WHB832,1290 Avenue of the Americas,,New York,US-NY,US,10104,212-314-5329,EQ/Franklin Strategic Income Portfolio,S000062645,549300I2BSJYQQLCGL89,116639989.68,4154873.34,112485116.34,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3375338.51,287.41,386.51,6115.03,15801.78,6465.38,1.66,1021.12,9991.21,10462.82,289.74,N,-247820.73,-62855.45,330349.7,-1089726.51,480652.02,-994153.07,1700763.16,0.0,1246380.96,930198.76,0.0,1505611.27,1157563.89999999,0.0,1649514.03,122488.0,UYU,0.0,0.0,0.0,1298.39,589.71,0.0,0.0,0.0,129839.06,58970.73,312582.0,Citigroup Global Markets Inc.,MBNUM2BPBDO7JBLYG310,412.61,,,,,,324813,C000203170,-0.093284,-0.560224,-0.375586,,,,,,,,,,,,,
0000810893-21-002818,44436060,1609488000,2021-05-28,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES LP 2021 TERM LOAN B,17288YAD4,6000000.0,PA,,USD,5944686.0,,0.020788,Long,LON,,CORP,,US,N,2.0,,2021Q1,,NPORT-P,N,31-MAR-2021,31-MAR-2021,28-MAY-2021,810893,PIMCO Funds,811-05028,00000000000000000000,650 Newport Center Drive,,Newport Beach,US-CA,US,92660,(888) 877-4626,PIMCO Long Duration Credit Bond Portfolio,S000024285,ARRW3S61ZWIBB3UOV031,37545842060.43,8949139220.04,28596702840.39,0.0,0.0,3612024068.17,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7058875.6658,1071566.6669,4484998.6051,18542565.3327,5836596.8248,27991.8486,33815.6589,95699.6059,204144.8123,15127.5578,N,43094785.66,-781467397.19,-16687258.83,-977374986.95,-3412579.75,-944305745.26,973316740.0,0.0,-1033865927.97,753674225.54,0.0,-736652789.52,2201845909.0,124415726.83,-1144519453.84,122379.0,MXN,-32.504648,81798.265605,136790.480964,0.0,0.0,-3248.942109,8064709.183537,13368351.250322,0.0,0.0,,,,,,,,,,324747,C000071766,-2.284451,-3.167421,-2.848215,,,,,,,,,,,,,
0001752724-21-128373,45137660,1609488000,2021-06-16,Citadel on Colfax Business Improvement District,,CITADEL ON COLFAX BUSINESS IMPR DT CO SPL REVENUE & TAX SUPP,17288AAB0,365000.0,PA,,USD,377764.74,,0.02746449446,Long,DBT,,MUN,,US,N,2.0,,2021Q4,,NPORT-P,N,31-OCT-2021,30-APR-2021,16-JUN-2021,351601,RUSSELL INVESTMENT CO,811-03153,549300J63VJ9OS4TCK93,1301 SECOND AVENUE,18TH FLOOR,SEATTLE,US-WA,US,98101,800-787-7354,Tax-Exempt High Yield Bond Fund,S000049244,549300SP9GW5536DNM80,1379498847.22,4033005.14,1375465842.08,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,2521477.25,0.0,0.0,6233079.92,-716.75,-24611.67,-149274.81,-274162.92,-101609.76,-882.04,-17197.5,-89550.9,-177246.78,-62889.97,N,126969.26,-17891231.54,120395.44,7246326.47,-93825.08,15171589.74,40155466.37,3035432.28,19782384.26,51790923.67,3116516.75,17051602.78,48622966.71,4288032.0,13126557.33,123967.0,USD,-2746.92,-43250.02,-232663.64,-420382.71,-164128.56,-275574.89,-4375351.89,-24181217.54,-45901651.69,-19131758.5,,,,,,,,,,327494,C000155371,-1.09,0.96,1.31,,,,,,,,,,,,,
0001752724-21-129338,45158749,1609488000,2021-06-17,Citadel Limited Partnership,,CITADL 4 7/8 01/15/27,17288XAB0,155000.0,PA,,USD,164407.35,,0.177281749391,Long,DBT,,CORP,,US,Y,2.0,,2021Q4,,NPORT-P,N,31-OCT-2021,30-APR-2021,17-JUN-2021,1420040,Dunham Funds,811-22153,549300FI2C3SP4YCHL80,10251 VISTA SORRENTO PARKWAY,SUITE 200,SAN DIEGO,US-CA,US,92121,858-964-0500,Dunham Corporate/Government Bond Fund,S000020976,549300TMDJ8PGJIEKS74,95209652.43,2471764.54,92737887.89,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,11725.79,105.922388,2924.844255,8096.452381,7046.091119,4322.819018,22.375583,1011.33453,5251.550117,2450.164514,1341.396213,N,29764.04,-1280691.02,142842.6,-1077918.77,19052.63,581442.41,3823788.02,93468.97,-1477622.43,4144486.15,102311.21,-1078997.1,2504905.36,113377.11,-1850494.06,124058.0,USD,114.098327,3681.055651,12519.25467,13795.507085,18843.379926,13148.949052,393440.712991,1316221.351621,1422825.132935,1952730.138057,317286.0,CITIGROUP GLOBAL MARKETS INC,MBNUM2BPBDO7JBLYG310,9683761.75,,,,,,327676,C000059523,-1.27,-0.94,0.8,,,,,,,,,,,,,
0001145549-21-032241,44130115,1609488000,2021-05-27,Citadel Securities LP,,Citadel Securities LP,17288YAD4,900000.0,PA,,USD,889497.0,,0.0517312954,Long,LON,,CORP,,US,N,2.0,,2021Q4,,NPORT-P,N,31-DEC-2021,31-MAR-2021,27-MAY-2021,933691,JNL Series Trust,811-8894,549300T5WIPN6IWM0D45,1 Corporate Way,,Lansing,US-MI,US,48951,517-367-4336,JNL/PIMCO Investment Grade Credit Bond Fund,S000068114,03HIFFV5LBCCS2H8ZB47,2163619402.95,444163138.5,1719456264.45,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,367934484.57,0.0,0.0,5398336.92,-767.562728980334,-33540.18150514173,-207595.85028878393,-326606.76804067864,-266354.8154859965,-310.717746549232,-9071.208568344677,-43682.13732389769,-52745.45024686806,-28974.239920719046,N,371926.69,-21040908.53,-15754958.07,-21014775.5,-4530986.63,-24807392.81,42278377.99,0.0,23871119.2,35844264.02,0.0,146256666.3,48650508.61,0.0,39037047.52,121125.0,USD,-3339.986552993236,-38619.47258170521,-245966.94893442755,-442261.43225550815,-492699.72030009155,-322308.90379995765,-3829828.022675328,-23999460.47369573,-42115083.98556806,-45262272.56932474,310766.0,PERSHING LLC,ZI8Q1A8EI8LQFJNM0D94,57920.393,,,,,,322630,C000218186,-1.03,-1.85,-1.44,,,,,,,,,,,,,
0001752724-21-141061,45818402,1609488000,2021-06-28,Citadel LP,,Citadel LP,17288XAA2,55000.0,PA,,USD,58447.4,,0.000460135199,Long,DBT,,CORP,,US,N,2.0,,2021Q4,,NPORT-P,N,31-OCT-2021,30-APR-2021,28-JUN-2021,1100663,iShares Trust,811-09729,5493000860OXIC4B5K91,400 Howard Street,,San Francisco,US-CA,US,94105,800-474-2737,iShares Core Total USD Bond Market ETF,S000045644,549300IWM5U5LVTDP761,14910966058.17,2208742871.67,12702223186.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,135372357.13,0.0,0.0,0.0,31238.89,128783.18,2378538.58,735267.25,1687277.12,1349.98,44454.53,233587.85,93433.88,100121.1,N,-726598.76,-146511281.3,-6275739.37,-140561719.82,-403676.1,85677830.48,785835846.62,0.0,0.0,1952273237.79,0.0,0.0,534369766.04,0.0,0.0,126222.0,USD,31267.24,506255.56,2563301.06,1700855.81,2683061.69,1603757.34,43360454.64,270131491.2,179407179.76,274723297.5,322531.0,Wells Fargo Securities LLC,VYVVCKR63DVZZN70PB21,10316369.39774,,,,,,334630,C000141927,-1.3,-1.15,0.83,,,,,,,,,,,,,
0001752724-21-141929,45882094,1609488000,2021-06-29,CITADEL LIMITED PARTNERSHIP,549300IPM6EKPVUPFL67,CITADEL LP 144A 4.875000% 01/15/2027,17288XAB0,80000.0,PA,,USD,84779.01,,0.028295248016,Long,DBT,,CORP,,US,Y,2.0,,2021Q4,,NPORT-P,N,31-OCT-2021,30-APR-2021,29-JUN-2021,1593547,ADVISORS' INNER CIRCLE III,811-22920,549300TG800HOPJVWT31,ONE FREEDOM VALLEY DRIVE,,OAKS,US-PA,US,19456,8774463863,MetLife Core Plus Bond Fund,S000047684,549300C0FWBNF7X76S97,348829468.75,49206684.21,299622784.54,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,44215783.37,-710.60933828,-11363.14702389,-34638.70408415,-53507.54504638,-23405.01022817,-80.5039834,-2203.45709426,-6180.7342093,-5905.38208259,-1798.07664239,N,-669800.28,3012826.97,-1955088.43,-1415897.83,-795787.67,-4471870.25,331729.37,0.0,-15387.58,790636.0,1026717.91,-323586.03,1111034.0,0.0,-170783.43,126606.0,USD,-904.64097025,-13106.75794419,-38842.91467171,-70965.38979674,-62578.03386276,53136.9032598,-1227260.65811883,-4057817.44767649,-7418963.60107194,-5699607.69259683,,,,,,,,,,335384,C000149725,0.891089,-0.927664,-1.634615,,,,,,,,,,,,,
0001752724-21-121341,44977820,1609488000,2021-06-08,Citadel Finance LLC,549300BQL283NCR7P163,Citadel Finance LLC,17287HAA8,1000000.0,PA,,USD,989298.42,,1.522775575654,Long,DBT,,CORP,,US,N,2.0,,2021Q3,,NPORT-P,N,30-SEP-2021,31-MAR-2021,08-JUN-2021,883622,IVY FUNDS,811-06569,UJ5MWG3K37CY01MVRY13,6300 Lamar Avenue,P.O. Box 29217,Shawnee Mission,US-KS,US,66201,18007776472,Ivy Crossover Credit Fund,S000056903,549300J82NQM9EJE9H44,67617610.58,2650819.95,64966790.63,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-50.11052114,-2178.11964413,-8578.90299147,-16997.35297862,-13683.89104239,-30.16233077,-831.00141161,-1430.25792355,-1256.78126631,-2041.1337313,Y,403475.22,-954353.63,113372.42,-1148402.83,43686.36,-1072538.93,8170737.62,35366.47,654098.88,1302901.58,77066.52,1562595.14,1634484.05,73456.87,1287046.75,123721.0,USD,-64.88036769,-3237.39170737,-12855.63422065,-19365.47788098,-9241.10540729,-6439.10569494,-321861.71053727,-1273450.91398005,-1868435.01230138,-861754.43805844,315435.0,Barclays Bank PLC,G5GSEF7VJP5I7OUK5573,465410.89,14941.0,646970.64,686087.5,UST,,327045,C000180684,-0.0065815,-0.01235593,-0.01438352,,,,,,,,,,,,,
0001752724-21-132280,45187887,1609488000,2021-06-22,Citadel Finance LLC,549300BQL283NCR7P163,Citadel Finance LLC,17287HAA8,800000.0,PA,,USD,791438.74,,0.216134859944,Long,DBT,,CORP,,US,N,2.0,,2021Q3,,NPORT-P,N,30-SEP-2021,31-MAR-2021,22-JUN-2021,883622,IVY FUNDS,811-06569,UJ5MWG3K37CY01MVRY13,6300 Lamar Avenue,P.O. Box 29217,Shawnee Mission,US-KS,US,66201,18007776472,Ivy Apollo Strategic Income Fund,S000051065,5493004G8WU6FXUCVD08,378707627.43,12529427.3,366178200.13,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-11917.37386875,-5051.18558179,-15399.47953857,-10112.24151495,-2767.77301401,-4130.33925263,-8887.61795726,-25553.33867156,-13072.88785878,-358.4464674,Y,355239.44,14011.6,1015763.2,-470294.43,253404.39,-2135862.12,6164543.72,659710.0,8565784.21,5658750.07,1196707.43,8212452.35,5779502.35,1189732.56,12553665.2,124185.0,USD,-1254.56056209,-20755.87391108,-65976.83970261,-28374.96830846,-456.77271991,-266056.64348795,-2284824.83307493,-6852165.93289468,-3159302.43799825,-105134.71590097,317548.0,"Goldman, Sachs and Co. LLC",FOR8UP27PHTHYVLBNG30,196859.62,15081.0,185105.02,193410.86,UST,,328128,C000160884,0.00498752,0.00554848,-0.00028928,,,,,,,,,,,,,
0000810893-21-002777,44369570,1609488000,2021-05-28,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES LP 2021 TERM LOAN B,17288YAD4,10550000.0,PA,,USD,10452739.55,,0.0551646,Long,LON,,CORP,,US,N,2.0,,2021Q1,,NPORT-P,N,31-MAR-2021,31-MAR-2021,28-MAY-2021,810893,PIMCO Funds,811-05028,00000000000000000000,650 Newport Center Drive,,Newport Beach,US-CA,US,92660,(888) 877-4626,PIMCO Investment Grade Credit Bond Fund,S000009688,IC5ZX00CDTVYWZREUC51,22678577824.77,3730286728.9,18948291095.87,0.0,0.0,549670500.86,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3785156.6626,1059587.4122,3964496.768,2971849.7697,479050.4224,170822.001,359581.1475,592820.9967,106485.113,497.5609,N,49320506.1,-273001961.43,30840747.44,-390072213.53,-23759071.08,-342798457.0,1107776233.62,47238495.28,-1306437424.02,617227666.71,40077588.07,-1070903410.6,505826867.07,39275003.7,-808448001.5,121957.0,JPY,0.076018,0.0,-34488.109383,-21800.266868,0.0,7.60181,0.0,-3304645.394401,-2086759.393681,0.0,,,,,,,,,,324472,C000026565,-1.097138,-1.730752,-1.573704,,,,,,,,,,,,,
0001752724-21-088312,42582945,1609488000,2021-04-29,Citadel on Colfax Business Improvement District,,"Citadel on Colfax Business Improvement District, Series 2020 A, RB",17288AAA2,2900000.0,PA,,USD,3024816.0,,0.029390978737,Long,DBT,,MUN,,US,N,2.0,,2021Q1,,NPORT-P,N,28-FEB-2021,28-FEB-2021,29-APR-2021,909466,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds),811-07890,SW0MHD1146AQ1M76HG37,11 Greenway Plaza,Suite 1000,Houston,US-TX,US,77046-1173,800-959-4246,Invesco High Yield Municipal Fund,S000027866,549300UNDK1EWRXY9R92,11735751670.47,1444103927.12,10291647743.35,0.0,0.0,0.0,0.0,0,0.0,1345620000.0,0,0,0.0,0.0,0.0,0.0,109774843.42,-3445.2218378,-129355.87576167,-363909.82836515,-848797.37362739,-484204.84324256,-26164.7051922,-270458.65321173,-866631.66124754,-1375256.06915208,-623538.62601596,N,-3855478.76,148682972.49,1321527.93,140074508.05,6596753.91,-94483939.26,252556640.73,19511203.44,226228940.01,253681509.08,19473517.15,120434517.52,184061298.57,19520538.52,282813991.63,116756.0,USD,-39992.32498764,-399897.1603398,-1240109.44715556,-2258162.81465949,-1132223.27376056,-5133398.32541703,-39494571.08403158,-146251091.65547037,-310661247.4493554,-157361548.81624025,,,,,,,,,,310455,C000084622,1.967254,1.83866,-0.895614,,,,,,,,,,,,,
0000810893-21-002824,44448723,1609488000,2021-05-28,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES LP 2021 TERM LOAN B,17288YAD4,2400000.0,PA,,USD,2377874.4,,0.0660435,Long,LON,,CORP,,US,N,2.0,,2021Q1,,NPORT-P,N,31-MAR-2021,31-MAR-2021,28-MAY-2021,810893,PIMCO Funds,811-05028,00000000000000000000,650 Newport Center Drive,,Newport Beach,US-CA,US,92660,(888) 877-4626,PIMCO Long-Term Credit Bond Fund,S000025202,ZCHOOW8186RO45QGKP62,4591447508.38,990981360.31,3600466148.07,0.0,0.0,569602970.9,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,12321034.58,834142.9412,80775.5523,535031.1099,1763232.8078,583548.336,86528.005,58360.1926,121776.5961,51564.852,3223.3674,N,950236.21,-93228967.64,10470434.72,-138022292.6,21016794.27,-140636900.5,99413078.99,14339614.41,-29393705.33,121391670.2,12035558.45,-100256916.2,226519514.06,12887712.93,-146727954.54,122460.0,MXN,0.0,9781.596495,15792.938151,0.0,0.0,0.0,964535.340583,1543554.88565,0.0,0.0,,,,,,,,,,324792,C000075116,-2.263912,-3.36644,-2.940251,,,,,,,,,,,,,
0001752724-21-088312,42578962,1609488000,2021-04-29,Citadel on Colfax Business Improvement District,,"Citadel on Colfax Business Improvement District, Series 2020 B, RB",17288AAB0,465000.0,PA,,USD,481223.85,,0.004675867868,Long,DBT,,MUN,,US,N,2.0,,2021Q1,,NPORT-P,N,28-FEB-2021,28-FEB-2021,29-APR-2021,909466,AIM Tax-Exempt Funds (Invesco Tax-Exempt Funds),811-07890,SW0MHD1146AQ1M76HG37,11 Greenway Plaza,Suite 1000,Houston,US-TX,US,77046-1173,800-959-4246,Invesco High Yield Municipal Fund,S000027866,549300UNDK1EWRXY9R92,11735751670.47,1444103927.12,10291647743.35,0.0,0.0,0.0,0.0,0,0.0,1345620000.0,0,0,0.0,0.0,0.0,0.0,109774843.42,-3445.2218378,-129355.87576167,-363909.82836515,-848797.37362739,-484204.84324256,-26164.7051922,-270458.65321173,-866631.66124754,-1375256.06915208,-623538.62601596,N,-3855478.76,148682972.49,1321527.93,140074508.05,6596753.91,-94483939.26,252556640.73,19511203.44,226228940.01,253681509.08,19473517.15,120434517.52,184061298.57,19520538.52,282813991.63,116756.0,USD,-39992.32498764,-399897.1603398,-1240109.44715556,-2258162.81465949,-1132223.27376056,-5133398.32541703,-39494571.08403158,-146251091.65547037,-310661247.4493554,-157361548.81624025,,,,,,,,,,310455,C000084622,1.967254,1.83866,-0.895614,,,,,,,,,,,,,
